0,0,0
-30,0,0
-30,-27.4481278,-65.15289088
0,-27.4481278,-65.15289088
0,-27.4757992,-65.67023265
0,-27.4967918,-66.17900266
0,-27.5111846,-66.67934223
0,-27.5190529,-67.17138516
0,-27.5204679,-67.65525812
0,-27.5154973,-68.13108112
0,-27.5042054,-68.5989679
0,-27.4866535,-69.05902628
0,-27.4628997,-69.51135849
0,-27.4329996,-69.95606153
0,-27.3970063,-70.39322739
0,-27.3549704,-70.82294338
0,-27.3069403,-71.24529237
0,-27.2529623,-71.66035301
0,-27.1930809,-72.06819998
0,-27.1273387,-72.46890416
0,-27.0557766,-72.86253285
0,-26.9784341,-73.24914996
0,-26.895349,-73.62881617
-30,-26.895349,-73.62881617
-30,-27.4329996,-69.95606153
0,-27.4329996,-69.95606153
0,-28.178637,-70.89497499
0,-28.9199626,-71.82236039
0,-29.6572624,-72.73864621
0,-30.3908071,-73.64423401
0,-31.1208537,-74.53950072
0,-31.8476463,-75.42480058
0,-32.5714175,-76.30046695
0,-33.2923891,-77.16681392
0,-34.0107733,-78.02413776
0,-34.7267731,-78.87271823
0,-35.4405832,-79.71281975
0,-36.1523909,-80.54469251
0,-36.8623759,-81.36857341
0,-37.5707119,-82.18468697
0,-38.2775661,-82.99324616
0,-38.9831004,-83.79445309
0,-39.6874713,-84.58849976
0,-40.3908306,-85.37556863
0,-41.0933256,-86.1558332
-30,-41.0933256,-86.1558332
-30,-42.1323238,-82.47128454
0,-42.1323238,-82.47128454
0,-42.1251506,-82.94554888
0,-42.112037,-83.41337129
0,-42.0930004,-83.87480178
0,-42.0680568,-84.32988741
0,-42.0372211,-84.77867247
0,-42.0005068,-85.22119858
0,-41.9579266,-85.65750479
0,-41.9094917,-86.08762772
0,-41.8552127,-86.51160163
0,-41.7950993,-86.92945855
0,-41.7291602,-87.34122837
0,-41.6574037,-87.74693892
0,-41.579837,-88.14661605
0,-41.4964671,-88.54028374
0,-41.4073002,-88.92796415
0,-41.3123423,-89.30967774
0,-41.2115987,-89.68544326
0,-41.1050747,-90.05527792
0,-40.9927749,-90.4191974
-30,-40.9927749,-90.4191974
-30,-25.6120896,-77.36094499
0,-25.6120896,-77.36094499
0,-26.2412182,-78.41628405
0,-26.8642826,-79.46012962
0,-27.481569,-80.49294871
0,-28.0933479,-81.51518042
0,-28.6998751,-82.52723829
0,-29.3013932,-83.52951237
0,-29.8981324,-84.52237113
0,-30.4903118,-85.50616312
0,-31.0781404,-86.48121853
0,-31.6618175,-87.44785053
0,-32.2415339,-88.40635659
0,-32.8174724,-89.35701957
0,-33.3898084,-90.30010878
0,-33.9587105,-91.23588092
0,-34.5243414,-92.16458097
0,-35.0868575,-93.08644296
0,-35.6464105,-94.00169073
0,-36.2031469,-94.91053858
0,-36.7572088,-95.81319192
0,-37.3087345,-96.70984778
0,-36.5236108,-96.05115959
0,-35.7392404,-95.38584368
0,-34.9555408,-94.71383358
0,-34.1724261,-94.03505774
0,-33.389807,-93.34943936
0,-32.6075907,-92.65689619
0,-31.8256809,-91.95734028
0,-31.0439775,-91.25067773
0,-30.2623768,-90.53680843
0,-29.4807712,-89.81562576
0,-28.6990488,-89.08701629
0,-27.9170938,-88.35085941
0,-27.1347857,-87.607027
0,-26.3519998,-86.855383
0,-25.5686062,-86.09578301
0,-24.7844703,-85.32807379
0,-23.9994517,-84.55209277
0,-23.2134049,-83.76766748
0,-22.4261781,-82.97461499
-30,-22.4261781,-82.97461499
-30,-18.90879971,-83.66348817
0,-18.90879971,-83.66348817
0,-19.55020252,-84.55283579
0,-20.1893821,-85.43493271
0,-20.8265172,-86.31001693
0,-21.4617817,-87.17831548
0,-22.095344,-88.0400451
0,-22.7273686,-88.89541297
0,-23.3580156,-89.74461729
0,-23.9874416,-90.58784785
0,-24.6157998,-91.42528661
0,-25.2432405,-92.25710812
0,-25.8699114,-93.08348
0,-26.4959577,-93.90456337
0,-27.1215226,-94.7205132
0,-27.7467475,-95.53147873
0,-28.3717721,-96.33760374
0,-28.9967349,-97.13902691
0,-29.6217734,-97.93588209
0,-30.2470241,-98.72829858
0,-30.8726229,-99.5164014
0,-31.4987052,-100.3003115
0,-31.3258683,-100.3597079
0,-31.1517327,-100.4176114
0,-30.9763025,-100.4740212
0,-30.7995818,-100.5289367
0,-30.6215748,-100.582357
0,-30.442286,-100.6342814
0,-30.2617196,-100.6847092
0,-30.0798801,-100.7336398
0,-29.8967721,-100.7810723
0,-29.7124002,-100.8270061
0,-29.5267689,-100.8714407
0,-29.3398831,-100.9143752
0,-29.1517476,-100.9558092
0,-28.9623672,-100.995742
0,-28.7717468,-101.0341729
0,-28.5798916,-101.0711015
0,-28.3868065,-101.1065272
0,-28.1924967,-101.1404495
0,-27.9969674,-101.1728678
-30,-27.9969674,-101.1728678
-30,-23.6190623,-101.505555
0,-23.6190623,-101.505555
0,-22.8333391,-100.7178306
0,-22.0496491,-99.92464172
0,-21.2678254,-99.12587813
0,-20.4877005,-98.32142405
0,-19.70910575,-97.51115804
0,-18.93187135,-96.69495266
0,-18.15582591,-95.87267424
0,-17.38079636,-95.04418248
0,-16.60660765,-94.20933019
0,-15.83308253,-93.36796283
0,-15.06004119,-92.51991816
0,-14.28730102,-91.66502579
0,-13.51467625,-90.80310669
0,-12.74197762,-89.93397265
0,-11.96901196,-89.05742577
0,-11.19558186,-88.17325777
0,-10.42148516,-87.28124938
0,-9.64651449,-86.38116957
0,-8.87045682,-85.47277474
0,-8.0930928,-84.55580787
0,-8.44800098,-85.4134138
0,-8.79630466,-86.26257868
0,-9.1380935,-87.10351609
0,-9.47344952,-87.93642796
0,-9.80244744,-88.76150538
0,-10.12515511,-89.57892912
0,-10.44163373,-90.38887033
0,-10.75193825,-91.19149099
0,-11.05611754,-91.98694446
0,-11.35421469,-92.77537589
0,-11.64626719,-93.55692271
0,-11.93230716,-94.33171492
0,-12.21236152,-95.09987552
0,-12.48645214,-95.86152082
0,-12.75459598,-96.61676072
0,-13.01680527,-97.365699
0,-13.27308756,-98.10843359
0,-13.52344589,-98.84505681
