simple,9,,,,,,,
1,2,3,4,5,6,7,8,9
0,0,-90.5,-41.41088392,-91.63711894,0,0,0,0
0,0,-91,-41.41088392,-91.63711894,0,0,0,0
0,0,-91.5,-41.41088392,-91.63711894,0,0,0,0
0,0,-92,-41.41088392,-91.63711894,0,0,0,0
0,0,-92.5,-41.41088392,-91.63711894,0,0,0,0
0,0,-93,-41.41088392,-91.63711894,0,0,0,0
0,0,-93.5,-41.41088392,-91.63711894,0,0,0,0
0,0,-94,-41.41088392,-91.63711894,0,0,0,0
0,0,-94.5,-41.41088392,-91.63711894,0,0,0,0
0,0,-95,-41.41088392,-91.63711894,0,0,0,0
0,0,-95.5,-41.41088392,-91.63711894,0,0,0,0
0,0,-96,-41.41088392,-91.63711894,0,0,0,0
0,0,-96.5,-41.41088392,-91.63711894,0,0,0,0
0,0,-97,-41.41088392,-91.63711894,0,0,0,0
0,0,-97.5,-41.41088392,-91.63711894,0,0,0,0
0,0,-98,-41.41088392,-91.63711894,0,0,0,0
0,0,-98.5,-41.41088392,-91.63711894,0,0,0,0
0,0,-99,-41.41088392,-91.63711894,0,0,0,0
0,0,-99.5,-41.41088392,-91.63711894,0,0,0,0
0,0,-100,-41.41088392,-91.63711894,0,0,0,0
0,0,-100,-41.41088392,-91.63711894,0,0,0,0
0,0,-100,-40.66216945,-91.05037402,0,0,0,0
0,0,-100,-39.9129947,-90.45645229,0,0,0,0
0,0,-100,-39.16331142,-89.85529286,0,0,0,0
0,0,-100,-38.41306757,-89.24683016,0,0,0,0
0,0,-100,-37.6622073,-88.63099371,0,0,0,0
0,0,-100,-36.91067082,-88.00770791,0,0,0,0
0,0,-100,-36.15839433,-87.37689181,0,0,0,0
0,0,-100,-35.40530993,-86.73845883,0,0,0,0
0,0,-100,-34.65134547,-86.0923165,0,0,0,0
0,0,-100,-33.89642445,-85.43836619,0,0,0,0
0,0,-100,-33.14046584,-84.77650273,0,0,0,0
0,0,-100,-32.38338399,-84.10661414,0,0,0,0
0,0,-100,-31.62508835,-83.4285812,0,0,0,0
0,0,-100,-30.86548339,-82.7422771,0,0,0,0
0,0,-100,-30.10446828,-82.04756699,0,0,0,0
0,0,-100,-29.34193674,-81.34430753,0,0,0,0
0,0,-100,-28.57777672,-80.63234635,0,0,0,0
0,0,-100,-27.81187015,-79.91152154,0,0,0,0
0,0,-100,-27.0440926,-79.18166105,0,0,0,0
0,0,-100,-26.27431294,-78.44258205,0,0,0,0
0,0,-99.5,-26.27431294,-78.44258205,0,0,0,0
0,0,-99,-26.27431294,-78.44258205,0,0,0,0
0,0,-98.5,-26.27431294,-78.44258205,0,0,0,0
0,0,-98,-26.27431294,-78.44258205,0,0,0,0
0,0,-97.5,-26.27431294,-78.44258205,0,0,0,0
0,0,-97,-26.27431294,-78.44258205,0,0,0,0
0,0,-96.5,-26.27431294,-78.44258205,0,0,0,0
0,0,-96,-26.27431294,-78.44258205,0,0,0,0
0,0,-95.5,-26.27431294,-78.44258205,0,0,0,0
0,0,-95,-26.27431294,-78.44258205,0,0,0,0
0,0,-94.5,-26.27431294,-78.44258205,0,0,0,0
0,0,-94,-26.27431294,-78.44258205,0,0,0,0
0,0,-93.5,-26.27431294,-78.44258205,0,0,0,0
0,0,-93,-26.27431294,-78.44258205,0,0,0,0
0,0,-92.5,-26.27431294,-78.44258205,0,0,0,0
0,0,-92,-26.27431294,-78.44258205,0,0,0,0
0,0,-91.5,-26.27431294,-78.44258205,0,0,0,0
0,0,-91,-26.27431294,-78.44258205,0,0,0,0
0,0,-90.5,-26.27431294,-78.44258205,0,0,0,0
0,0,-90,-26.27431294,-78.44258205,0,0,0,0
0,0,-90,-26.27431294,-78.44258205,0,0,0,0
0,0,-90,-26.89216996,-79.47825844,0,0,0,0
0,0,-90,-27.50434372,-80.50308104,0,0,0,0
0,0,-90,-28.11109811,-81.51747866,0,0,0,0
0,0,-90,-28.71268293,-82.52185535,0,0,0,0
0,0,-90,-29.30933504,-83.51659238,0,0,0,0
0,0,-90,-29.9012795,-84.50205006,0,0,0,0
0,0,-90,-30.48873047,-85.47856938,0,0,0,0
0,0,-90,-31.07189219,-86.44647347,0,0,0,0
0,0,-90,-31.6509597,-87.40606892,0,0,0,0
0,0,-90,-32.22611962,-88.35764705,0,0,0,0
0,0,-90,-32.7975508,-89.30148496,0,0,0,0
0,0,-90,-33.36542495,-90.23784653,0,0,0,0
0,0,-90,-33.92990718,-91.16698339,0,0,0,0
0,0,-90,-34.49115655,-92.08913574,0,0,0,0
0,0,-90,-35.04932652,-93.00453309,0,0,0,0
0,0,-90,-35.60456541,-93.91339501,0,0,0,0
0,0,-90,-36.15701681,-94.81593176,0,0,0,0
0,0,-90,-36.70681996,-95.71234492,0,0,0,0
0,0,-90,-37.25411012,-96.60282789,0,0,0,0
0,0,-90,-37.7990189,-97.48756647,0,0,0,0
0,0,-90,-37.0187454,-96.83761624,0,0,0,0
0,0,-90,-36.23933369,-96.18121955,0,0,0,0
0,0,-90,-35.46070461,-95.51831563,0,0,0,0
0,0,-90,-34.68277582,-94.84883898,0,0,0,0
0,0,-90,-33.9054618,-94.17271918,0,0,0,0
0,0,-90,-33.12867374,-93.48988071,0,0,0,0
0,0,-90,-32.35231953,-92.80024275,0,0,0,0
0,0,-90,-31.57630359,-92.10371894,0,0,0,0
0,0,-90,-30.80052687,-91.40021714,0,0,0,0
0,0,-90,-30.02488667,-90.68963917,0,0,0,0
0,0,-90,-29.24927653,-89.97188054,0,0,0,0
0,0,-90,-28.47358612,-89.24683016,0,0,0,0
0,0,-90,-27.69770105,-88.51436998,0,0,0,0
0,0,-90,-26.92150273,-87.77437465,0,0,0,0
0,0,-90,-26.14486813,-87.02671115,0,0,0,0
0,0,-90,-25.36766963,-86.27123837,0,0,0,0
0,0,-90,-24.58977472,-85.50780667,0,0,0,0
0,0,-90,-23.81104578,-84.73625734,0,0,0,0
0,0,-90,-23.0313398,-83.95642217,0,0,0,0
0,0,-90,-22.25050801,-83.16812276,0,0,0,0
0,0,-90.5,-22.25050801,-83.16812276,0,0,0,0
0,0,-91,-22.25050801,-83.16812276,0,0,0,0
0,0,-91.5,-22.25050801,-83.16812276,0,0,0,0
0,0,-92,-22.25050801,-83.16812276,0,0,0,0
0,0,-92.5,-22.25050801,-83.16812276,0,0,0,0
0,0,-93,-22.25050801,-83.16812276,0,0,0,0
0,0,-93.5,-22.25050801,-83.16812276,0,0,0,0
0,0,-94,-22.25050801,-83.16812276,0,0,0,0
0,0,-94.5,-22.25050801,-83.16812276,0,0,0,0
0,0,-95,-22.25050801,-83.16812276,0,0,0,0
0,0,-95.5,-22.25050801,-83.16812276,0,0,0,0
0,0,-96,-22.25050801,-83.16812276,0,0,0,0
0,0,-96.5,-22.25050801,-83.16812276,0,0,0,0
0,0,-97,-22.25050801,-83.16812276,0,0,0,0
